"mdl_url","title_en","year","eps","title_zh","genres","tags"
"/21730-sword-of-legends-2","Sword of Legends Season 2",2018,48,"古剑奇谭2","Wuxia, Fantasy","Adapted From Video Game, Martial Arts, Historical, Friendship, Adventure, Action"
"/27161-my-poseidon","My Poseidon",2019,34,"我的波塞冬","Action, Comedy, Romance, Fantasy","Laboratory Setting, Carefree Male Lead, Seaside Setting, Researcher Female Lead, Greek Mythology, Playful Male Lead, Secret Crush, Male Chases Female First, Double Identity, Slow Burn Romance"
"/28597-my-girlfriend","My Girlfriend",2019,28,"我不能恋爱的女朋友","Comedy, Romance, Youth","Narcolepsy, Friendship, Slow Romance, Slow Burn Romance, Curse, Dating Show, Love/Hate Relationship, Insomnia, Misunderstanding, Strong Female Lead"
"/61921-believe-in-love","Believe in Love",2022,24,"花间新娘","Historical, Comedy, Romance","Cold Man/Warm Woman, Love/Hate Relationship, Love Triangle"
"/734375-my-fairy-doctor","My Fairy Doctor",2022,34,"神医大人别撩我","Romance, Medical, Fantasy","Short Length Series, Web Series"
"/39825-my-neighbour-can-t-sleep","My Neighbour Can't Sleep",2019,24,"我的鄰居睡不著","Music, Comedy, Romance, Drama","Insomnia, Fluffy, Opposites Attract, First Love, Healing, Writer Female Lead, Pianist Male Lead, Neighbors' Relationship, Sleep Disorder, Quirky Female Lead"
"/77279-plot-love","Plot Love",2021,24,"亲爱的柠檬精先生","Business, Romance, Drama","Meet Again, Second Chance, Adapted From A Novel, Orphanage Setting, Fashion Designer Female Lead, Married Life, Jealous Male Lead, Plagiarism, Framed, Secondary Couple"
"/729895-my-bossy-wife","My Bossy Wife",2022,28,"双面赘婿","Historical, Mystery, Comedy, Romance","Strong Female Lead, Investigation, Short Length Series, Web Series, Enemies To Lovers, Weak Male Lead, Detective Female Lead, Marriage Of Convenience"
"/19052-siege-in-fog","Siege in Fog",2018,50,"人生若如初相见","Historical, Romance, Drama, War","Arranged Marriage, Power Struggle, Possessive Male Lead, Chinese Republican Era, Forced Marriage, Male Chases Female First, Love At First Sight, Unrequited Love, Misunderstanding, Political"
"/24661-suddenly-this-summer","Suddenly This Summer",2018,30,"忽而今夏","Romance, Life, Youth","Student Supporting Character, Student Female Lead, Student Male Lead, School Setting, Game Developer Male Lead, Young Adult Female Lead, Young Adult Male Lead, Teenager Supporting Character, Teenager Female Lead, Teenager Male Lead"
"/686365-chao-shi-kong-luo-man-shi","See You Again",2022,30,"超时空罗曼史","Historical, Mystery, Romance, Fantasy","Historical Fiction, Chinese Republican Era, Cohabitation, Reincarnation, Time Travel, Screenwriter Female Lead, Actor Male Lead, Famous Male Lead, Height Difference, Smart Female Lead"
"/34959-hello-prosecutor","Hello Procurator",2021,42,"你好检察官","Thriller, Law, Romance","Law Firm Setting, Criminal Justice System, Workplace Setting, Courtroom Setting, Prosecutor Female Lead, Hardworking Female Lead, Rich Female Lead, Smart Male Lead, Revenge, Multiple Couples"
"/27555-new-smiling-proud-wanderer","New Smiling Proud Wanderer",2018,37,"笑傲江湖","Historical, Wuxia","Taoism, Secondary Couple, Adapted From A Novel, Martial Arts, Friendship, Adventure, Action"
"/78955-love-beyond-time-and-space","Oh My Drama Lover",2020,24,"超时空恋人","Mystery, Comedy, Romance, Fantasy","Crossworlds Traveler, Investigation, Company President (CEO) Male Lead, Transmigration, Car Accident, Amnesia, Unrequited Love, Psychological, Thriller, Suspense"
"/29146-dancing-in-the-storm","The Dance of the Storm",2021,43,"风暴舞","Action, Thriller, Mystery, Romance","Wrongfully Accused, Cyber Security, Revenge, Love/Hate Relationship, First Love, Investigation, Drama, Suspense"
"/26802-yan-shi-fan","Forward Forever",2020,58,"热血同行","Action, Historical, Drama, War","Chinese Republican Era, Gun Fight, Revolution, Gun Violence, Adapted From A Manhua, Historical Fiction, Censored Adaptation Of Same-sex Original Work, Death, Bromance, Youth"
"/56069-the-corridor-pavilion","The Murder in Kairoutei",2022,12,"回廊亭","Mystery, Romance, Drama","Adapted From A Novel, Family Business, Older Woman/Younger Man, Business, Fire Accident, Strong Female Lead, Steamy Kiss, Murder, Sexual Content, Investigation"
"/50127-thank-you-doctor","Thank You, Doctor",2022,40,"谢谢你医生","Romance, Drama, Medical","Hospital Setting, Surgeon Female Lead, Doctor Female Lead, Doctor Male Lead, Studied Abroad, Smart Female Lead, Smart Male Lead, Death, Adoption, Heartbreak"
"/64993-stand-still-miss-hua","Stop! Miss Hua",2021,24,"站住! 花小姐","Comedy, Romance, Drama","Male Chases Female First, Unexplained Illness, Family Business, Strong Male Lead, Rich Female Lead, Naive Female Lead, Possessive Male Lead, Steamy Kiss, Trauma, Coma"
"/62045-xia-ye-zhi-jun-nuan","Love of Summer Night",2020,24,"夏夜知君暖","Romance, Youth, Sports","Basketball, Smart Male Lead, Rich Male Lead, Friends To Lovers, Love/Hate Relationship, Love Triangle, Strong Female Lead, First Love, Web Series, Student Supporting Character"
"/28365-one-boat-one-world","One Boat, One World",2021,43,"海洋之城","Business, Comedy, Romance, Drama","Workplace Setting, Seaside Setting, Ship Setting, Tour Guide Female Lead, Workplace Romance, Clumsy Female Lead, Aquaphobia, Mental Illness, First Love, Melodrama"
"/29194-time-teaches-me-to-love","Time Teaches Me to Love",2018,24,"时光教会我爱你","Comedy, Romance","Contract Relationship, Cold Man/Warm Woman, Rich Man/Poor Woman, Cheerful Female Lead, Arrogant Male Lead, Brother-Sister Relationship, Bright Female Lead, Childish Male Lead, Overbearing CEO, Sassy Female Lead"
"/11037-the-legend-of-qin","The Legend of Qin",2015,58,"秦时明月","Romance, Wuxia, Fantasy","Historical Figure, Emperor Gaozu Of Han, Qin Shi Huang, Historical Fiction, Adapted From An Anime, Qin Dynasty, Martial Arts, Historical, Adventure, Action"
"/25257-from-survivor-to-healer","From Survivor to Healer",2019,40,"爱上你治愈我","Romance, Medical","Mental Illness, Psychology, Depression, Healing, Plastic Surgery, Drugs, Mother-Daughter Relationship, Misunderstanding, Psychiatry, Forgiveness"
"/12366-love-through-a-millennium","Love Through a Millennium",2015,24,"相爱穿梭千年","Historical, Comedy, Romance, Supernatural","MDL Remake, Friends To Enemies, Attempted Suicide, Lovers Separated, Weak Female Lead, Airhead Female Lead, Smart Male Lead, Revenge, Tragic Past, Female Chases Male First"
"/69085-honey-sir","Honey Sir",2020,7,"亲爱的先生","Romance, Life, Drama","Gay Romance, Gay Male Lead, Anthology, LGBTQ+, Multiple Couples, Based On True Story, Cohabitation, Live Streamer Male Lead, Office Worker Male Lead, Flashback To Past"
"/24209-king-is-not-easy","King Is Not Easy",2017,20,"大王不容易","Historical, Comedy, Romance, Supernatural","Body Swap, Smart Male Lead, Emperor Male Lead, Royal Guard, Mother-Son Relationship, Cooking, Nice Male Lead, Love Triangle, Servant Female Lead, Palace Setting"
"/52327-missing-persons","Missing Persons",2020,12,"失踪人口","Thriller, Mystery, Sci-Fi","Car Accident, Secret, Slight Romance, Different Timelines, Survival, Domestic Violence, Murder, Dysfunctional Family, Paranormal, Death"
"/72725-to-the-brave-you","To Be a Brave One",2022,36,"致勇敢的你","Business, Romance, Drama","Male Chases Female First, Friendship, Betrayed By A Lover, Healthy Mains’ Relationship, Courage, Childhood Connection, Slight Comedy, Older Woman/Younger Man, Boss-Employee Relationship, Multiple Couples"
"/687311-the-queen-of-attack","The Queen of Attack",2021,18,"进击的皇后","Historical, Comedy, Romance, Fantasy","Hardworking Female Lead, Strong Female Lead, Web Series, Crossworlds Traveler, Palace Setting, Short Length Series, King Male Lead, Attempted Assassination, Hidden Agenda, Royalty"
"/30663-i-m-a-pet-at-dali-temple","I'm a Pet At Dali Temple",2018,22,"我在大理寺当宠物","Historical, Mystery, Romance, Fantasy","Cold Man/Warm Woman, Cat, Death, Magic, Curse, Adapted From A Novel, Poison, Time Travel, Sassy Female Lead, Supernatural"
"/52343-only-you","She Is the One",2021,24,"全世界都不如你","Comedy, Romance, Life, Drama","Twin Exchange, Forced Marriage, Identical Twin Female Lead, Jealous Female Lead, Jealous Male Lead, Quirky Female Lead, Controlling Parent, Bright Female Lead, Strict Grandfather, Time Skip"
"/8538-return-of-the-heiress","Return of the Heiress",2013,50,"千金归来","Romance, Life, Drama","Revenge, Death Of A Mother, Death Of A Grandfather, Innocent Female Lead, Successful Female Lead, Sibling Bullying, Smart Female Lead, Rich Female Lead, Family Relationship, Deception"
"/34029-standardized-life","Fighting Youth",2021,47,"正青春","Business, Romance, Drama","Cosmetic Industry, Workplace Setting, Office Setting, Age Gap [Drama Life], Age Gap [Real Life], Older Woman/Younger Man"
"/67419-lian-ai-sheng-wu-zhong","Love O'Clock",2021,24,"恋爱生物钟","Comedy, Romance, Fantasy","Web Series, Bickering Mains' Relationship, Adapted From A Web Novel, Writer Female Lead, Editor Male Lead, Eccentric Female Lead, Cohabitation, Multiple Couples"
"/31358-the-lion-s-reflection-of-laying-cat","The Lion's Secret",2021,33,"赖猫的狮子倒影","Action, Business, Comedy, Romance","Marriage Of Convenience, Love/Hate Relationship, Trauma, Post-traumatic Stress Disorder (PTSD), Childhood Friends' Relationship, City Setting, Soldier Male Lead, Love After Marriage, Cold Female Lead, Ex-Boyfriend Comes Back"
"/64387-heavenly-palace-on-the-clouds","The Lost Tomb 2: Explore With the Note",2021,24,"云顶天宫","Action, Adventure, Mystery, Supernatural","Treasure Hunting, Tomb Raiding, Strong Male Lead, Web Series, Adapted From A Novel, Bromance, Investigation, Fantasy, Thriller, Friendship"
"/33918-the-rules-of-love-2","The Rules of Love Season 2",2019,12,"人鱼恋爱法则 第二季","Comedy, Romance, Youth, Fantasy","Student Supporting Character, Student Female Lead, Student Male Lead, School Setting, Mermaid Female Lead, Young Adult Female Lead, Young Adult Male Lead, University, Family Relationship, Interspecies Romance"
"/33104-rules-of-zoovenia","Rules of Zoovenia",2019,24,"不可思议的晴朗","Comedy, Romance, Youth","Multiple Couples, First Love, Love Triangle, Student Female Lead, Student Male Lead, School Setting, Young Adult Female Lead, Young Adult Male Lead, Welfare Center, Hardworking Female Lead"
"/695779-dear-little-mermaid","Dear Little Mermaid",2022,24,"亲爱的小美人鱼","Romance, Youth, Drama","Manhua Artist Female Lead, Doctor Male Lead, Meet Again, Illness, School Setting, Lupus, Classmates' Relationship, Comic Artist Female Lead, Doctor Supporting Character, High School Sweethearts"
"/62571-the-most-beautiful-you-in-the-world","The Most Beautiful You in the World",2021,24,"世界上最动听的你","Comedy, Romance, Youth, Drama","Fluffy, Adapted From A Novel, First Love, Childhood Friends' Relationship, Campus Setting, Voice Actress Female Lead, Voice Actor Male Lead, Carefree Protagonist, Cold Male Lead, Military Training"
"/705567-winter-night","Winter Night",2022,24,"在你的冬夜里闪耀","Psychological, Romance, Life, Fantasy","Family Relationship, Parallel Universe, Character Development, Crossworlds Traveler, Winter Setting, Hardship, Age Gap [Real Life], Parallel Worlds, Regret, Star Crossed Lovers"
"/56747-nice-to-meet-you","Nice to Meet You",2021,24,"最美不过遇见你","Romance, Youth, Drama","Transfer Student Female Lead, Student Female Lead, Student Male Lead, School Setting, Classmates' Relationship, Campus Setting, Teenager Female Lead, Teenager Male Lead, Lovers Separated, Time Skip"
"/30755-buried-city-to-shut-all-lights","Buried City to Shut All Lights",2018,36,"等到烟暖雨收","Comedy, Romance, Wuxia, Fantasy","Master-Apprentice Relationship, Innocent Female Lead, Rebellious Female Lead, Master-Disciple Relationship, Disciple, Flashback To Past, Height Difference, Hidden Past, Sassy Female Lead, Older Man/Younger Woman"
"/741327-love-me-in-three-days","Love Me in Three Days",2022,24,"时限三天爱上我","Romance, Fantasy","Short Length Series, Company President (CEO) Male Lead, Hateful Mother-in-Law, Overbearing CEO, Web Series, Love/Hate Relationship, Rich Male Lead"
"/26880-hi-flower-season-2","Hi Flower Season 2",2017,17,"囧女翻身之嗨如花","Comedy, Romance, Youth, Drama","School Setting, Roommates' Relationship, Persevering Female Lead, Brother-Sister Relationship, Secondary Couple, University, Family Relationship, Tearjerker, Illness, Student"
"/21595-stairway-to-stardom","Stairway to Stardom",2017,50,"逆袭之星途璀璨","Comedy, Romance","Actress Female Lead, Arrogant Male Lead, Famous Female Lead, Clumsy Female Lead, Entertainment Industry, Frenemy, Female Rivalry, Film Industry, Betrayal, Healing"
"/685401-ou-ran-chu-xian-de-ni","Emperor or Boss",2021,18,"陛下在左，老板在右","Historical, Comedy, Romance, Drama","Short Length Series, Emperor Male Lead, Web Series, Boss-Employee Relationship, Time Travel"
"/15992-chinese-paladin-5","Chinese Paladin Season 5",2016,45,"仙剑云之凡","Comedy, Romance, Wuxia, Fantasy","Demon, Interspecies Romance, Weak Male Lead, Love/Hate Relationship, Calm Male Lead, Xianxia, Father-Son Relationship, Steamy Kiss, Cultivation, Adapted From Video Game"
"/33352-lovely-swords-girl","Lovely Swords Girl",2019,24,"恋恋江湖","Comedy, Romance, Wuxia, Drama","Arranged Marriage, Amnesia, Love Triangle, Multiple Couples, Reverse-Harem, Personality Change, Second Chance, Martial Arts, Adapted From A Novel, Sword-fight"
"/45635-palace-step-by-step-to-fade","Love Story of Court Enemies",2020,25,"那江烟花那江雨","Thriller, Historical, Romance, Political","Qing Dynasty, Comedy, Palace Setting, General Male Lead, Chef Female Lead, Doctor Female Lead, Talented Female Lead, Talented Male Lead, Secret Romance, Separated Family"
"/33183-the-night-of-the-comet","The Night of the Comet",2019,16,"彗星来的那一夜","Mystery, Business, Romance, Fantasy","Crossworlds Traveler, Fan Female Lead, Writer Male Lead, Singer Male Lead, Reporter Female Lead, Famous Male Lead, Parallel Universe, Doppelganger, Slice Of Life, Enemies To Lovers"
"/5630-flowers-in-fog","Flowers in Fog",2013,54,"花非花雾非雾","Music, Mystery, Romance, Drama","Fated Love, Steamy Kiss, Multiple Mains, Misunderstanding, Dance, Second Chance, Revenge, Sismance, Multiple Couples, Love/Hate Relationship"
"/70991-zhe-ya-huan-wo-yong-bu-qi","Maid Escort",2021,24,"这丫环我用不起","Historical, Mystery, Comedy, Romance","Adapted From A Novel, Servant Female Lead, Death Of A Mother, Death Of A Father, Death, Male Chases Female First, Web Series, Investigation"
"/63699-unusual-idol-love","Unusual Idol Love",2021,24,"新人类男友会漏电","Comedy, Romance, Sci-Fi","Nice Female Lead, Artificial Intelligence, Amnesia, Café Setting, Idol Male Lead, Famous Male Lead, Famous Lead/Common Lead, Entertainment Industry, Fluffy, Lolita Fashion"
"/24425-i-cannot-hug-you","I Cannot Hug You",2017,16,"无法拥抱的你","Comedy, Romance, Youth, Supernatural","Female Chases Male First, Mysophobia, Interspecies Romance, Obsessive-compulsive Disorder (OCD), Clingy Female Lead, Adapted From A Webtoon, Shy Male Lead, Modeling, Cold Man/Warm Woman, Bromance"
"/49931-youth-unprescribed","Youth Unprescribed",2020,24,"非处方青春","Youth, Drama, Medical","Multiple Mains, Student Female Lead, Student Male Lead, School Setting, Young Adult Female Lead, Young Adult Male Lead, Chasing A Dream, Slight Romance, University, Family Relationship"
"/27167-the-life-planner","Destiny's Love",2019,36,"爱上北斗星男友","Comedy, Romance, Fantasy, Supernatural","Nice Female Lead, Smart Male Lead, Interspecies Romance, Flashback To Past, Star Crossed Lovers, Eccentric Male Lead, Fate, Character Development, Reincarnation, Steamy Kiss"
"/21022-she-is-beautiful","She Is Beautiful",2018,40,"她很漂亮","Business, Comedy, Romance, Drama","Workplace Setting, Brother-Sister Relationship, Workplace Romance, Rivalry, Strong Female Lead, Multiple Couples, Nice Male Lead, Love/Hate Relationship, Rich Male Lead, Friendship"
"/66057-psychic-princess-season-2","Psychic Princess Season  2",2020,72,"通灵妃 第二季","Historical, Comedy, Romance, Fantasy","Adapted From A Manhua, Psychic Female Lead, Short Length Series, Princess Female Lead, Prince Male Lead, Filmed Vertically, Return To Hometown, Royalty, Strong Male Lead, Smart Female Lead"
"/16955-the-whirlwind-girl-2","The Whirlwind Girl Season 2",2016,36,"旋风少女第二季","Action, Romance, Martial Arts, Sports","Female Lead Action Scenes, Orphan Female Lead, Slight Romance, Rivalry, Tournament, Death, Strong Female Lead, First Love, Adapted From A Novel, Love Triangle"
"/701923-ci-ke-xue-yuan","Assassin Academy",2021,18,"刺客学苑","Action, Thriller, Historical, Comedy","Short Length Series, Web Series, Martial Arts, Suspense, School Setting, Strong Female Lead, Amnesia"
"/22830-my-story-for-you","My Story for You",2018,48,"为了你，我愿意热爱整个世界","Comedy, Romance, Life, Drama","First Love, Adapted From A Novel, Inspired By Real Person, Secondary Couple, Family Relationship, Slow Burn Romance, Pregnancy, Bromance, Poor Male Lead, Student Female Lead"
"/4098-happy-noodle","Happy Noodle",2013,40,"幸福的面条","Food, Comedy, Romance",""
"/49437-last-romance","My Best Friend's Story",2020,38,"流金岁月","Romance, Life, Drama","Sismance, Smart Female Lead, Family Pressure, Adapted From A Novel, Poor Family, Female Rivalry, Multiple Couples, Co-workers' Relationship, Childhood Friends' Relationship, Workplace Setting"
"/76917-shi-guang-yu-ni-bie-lai-wu-yang","Timeless Love",2021,24,"时光与你别来无恙","Psychological, Romance, Youth, Melodrama","Mental Illness, Steamy Kiss, Older Woman/Younger Man, Clingy Male Lead, Mean Ex-Boyfriend, Mean Mother-in-law, Ex-Boyfriend Comes Back, Disapproving Parent, Claustrophobia, Possessive Male Lead"
"/25380-to-love-to-heal","To Love, To Heal",2018,40,"我站在桥上看风景","Romance, Life, Drama, Melodrama","Childhood Friends' Relationship, Police Officer Supporting Character, Hacker Male Lead, Company President (CEO) Male Lead, Cold Female Lead, Kendo, Trauma, Love Square, Strong Female Lead, Tragic Past"
"/28943-my-true-friend","My True Friend",2019,48,"我的真朋友","Business, Romance, Life, Drama","Love/Hate Relationship, Strong Female Lead, Love Triangle, Unrequited Love, Rich Male Lead, Friends To Lovers, Slow Burn Romance, First Love, Family, Friendship"
"/15901-chronicle-of-life","Chronicle of Life",2016,37,"寂寞空庭春欲晚","Historical, Romance, Life, Drama","Kangxi Emperor, Emperor Male Lead, Historical Figure, Historical Fiction, Dissociative Amnesia, Mental Illness, Strong Male Lead, Qing Dynasty, Revenge, Adapted From A Novel"
"/61615-celestial-authority-academy","Celestial Authority Academy",2021,24,"通天书院","Historical, Comedy, Romance, Youth","School Setting, Scholar Female Lead, Scholar Male Lead, Immature Male Lead, Historical Fiction, Multiple Mains, Strong Female Lead, Adapted From A Novel, Cross-Dressing"
"/54939-love-in-flames-of-war","Love in Flames of War",2022,43,"良辰好景知几何","Historical, Romance, Drama","Soldier Male Lead, Historical Fiction, Wrongfully Accused, Chinese Republican Era, Unlikely Romance, Character Development, School Setting, Commander Supporting Character, Commander Male Lead, Governor Supporting Character"
"/23127-mr.-swimmer","Mr. Swimmer",2018,46,"游泳先生","Comedy, Romance, Youth, Sports","Best Friends' Relationship, Clingy Ex-boyfriend, Fake Relationship, Evil Uncle, Clingy Ex-girlfriend, Tough Male Lead, Frenemy, Rivals To Lovers, Reverse-Harem, Swimming"
"/33105-meet-you","Lucky With You",2021,40,"三生有幸遇上你","Action, Business, Romance, Drama","Strong Female Lead, Boss-Employee Relationship, Rich Male Lead, Bodyguard Female Lead, Secondary Couple, Older Woman/Younger Man, Nice Male Lead, Architect Male Lead, Immature Male Lead, Childhood Trauma"
"/728291-wan-fu-of-the-princess","My Lucky Princess",2022,18,"郡主万福","Historical, Comedy, Romance","Princess Female Lead, Prince Male Lead, Cunning Protagonist, Prince Supporting Character, Short Length Series, Pretend To Be Sick, Sassy Female Lead, Curse, Web Series"
"/62401-medical-examiner-dr-qin-silent-evidence","Medical Examiner Dr. Qin: Silent Evidence",2021,30,"法医秦明之无声的证词","Thriller, Mystery","Adapted From A Novel, Investigation, Suspense, Childhood Trauma, Slight Comedy, Cohabitation, Eccentric Male Lead, Strong Female Lead, Murder, Forensic Medical Examiner Male Lead"
"/22732-master-devil-do-not-kiss-me-2","Master Devil Do Not Kiss Me Season 2",2017,23,"恶魔少爷别吻我 第二季","Comedy, Romance, Youth","Student Supporting Character, Student Female Lead, Student Male Lead, School Setting, Bickering Mains' Relationship, Housemates' Relationship, Adapted From A Web Novel, Supportive Mother, Height Difference, Possessive Male Lead"
"/20854-proud-of-love-2","Proud of Love Season 2",2017,18,"别那么骄傲2","Comedy, Romance, Supernatural","School Setting, Return To Past, Butterfly Effect, Supernatural Phenomena, Strong Female Lead, Student, Second Chance, Tragic Past, Time Travel"
"/66819-novoland-the-princess-from-plateau","Shining Just for You",2022,25,"星河长明","Historical, Romance, Fantasy","Novoland, Royalty, Multiple Mains, Revenge, Age Gap [Real Life], Strong Female Lead, Adapted From A Novel"
"/49447-lost-in-the-kunlun-mountains","Lost in the Kunlun Mountains",2022,36,"迷航昆仑墟","Historical, Mystery, Romance, Fantasy","Chinese Republican Era, Adapted From A Novel, Investigation, Secret, Disappearance, Conspiracy, Historical Fiction, Multiple Mains, Suspense, Slow Burn Story"
"/25536-never-gone","Never Gone",2018,36,"原来你还在这里","Romance, Youth, Sports","High School, Student Female Lead, Student Male Lead, School Setting, Young Adult Female Lead, Young Adult Male Lead, Teenager Female Lead, Teenager Male Lead, Lovers Separated, High School To Working Life"
"/51297-the-world-is-cool","The Coolest World",2021,40,"最酷的世界","Business, Romance, Youth, Drama","Workplace Politics, Best Friends' Relationship, Chasing A Dream, Media Industry, Internship, Social Media, Hardworking Female Lead, Slice Of Life, Strong Female Lead, Web Series"
"/39875-meet-in-gourmet-food","Meet in Gourmet Food",2019,20,"食分喜歡你","Food, Comedy, Romance, Drama","Restaurant Setting, Chef Male Lead, Secondary Couple, Cohabitation, Love/Hate Relationship, First Love"
"/32065-demi-gods-and-semi-devils","Demi-Gods and Semi-Devils",2021,50,"天龙八部","Historical, Comedy, Romance, Wuxia","Northern Song Dynasty, Song Dynasty, Adapted From A Novel, Martial Arts, Adventure, Action, Monk Male Lead, Prince Male Lead, Clan, Liao Dynasty"
"/60609-unfamiliar-lover","Lover or Stranger",2021,29,"陌生的恋人","Thriller, Mystery, Romance, Melodrama","Infidelity, Slow Romance, Aggressive Male Lead, Amnesia, Suspense, Poor Female Lead, Clingy Male Lead, Violinist Female Lead, Musician Female Lead, Aggressive Female Lead"
"/18842-art-in-love","Art in Love",2017,39,"那刻的怦然心動","Business, Romance, Drama, Sports","Frenemy, Betrayal, Art, Basketball, Love Square, Cold Man/Warm Woman, Revenge, Female Chases Male First, Love/Hate Relationship, Unrequited Love"
"/32046-romance-with-the-star","Road to Rebirth",2021,46,"爱在星空下","Romance","Housekeeper Female Lead, Talent Manager Female Lead, Kind Male Lead, Famous Male Lead, Nice Female Lead, Poor Female Lead, Enemies To Lovers, Boss-Employee Relationship, Rich Male Lead"
"/49305-hello-my-shining-love","Hello My Shining Love",2022,43,"遇见璀璨的你","Business, Comedy, Romance, Drama","Talent Manager Female Lead, Love/Hate Relationship, Age Gap [Drama Life], Age Gap [Real Life], Trauma, Older Woman/Younger Man, Strong Female Lead, Web Series, Cold Man/Warm Woman, First Love"
"/37603-a-little-love-song","A Little Love Song",2019,24,"我的盖世英雄","Romance, Youth, Sports","School Setting, Childhood Friends' Relationship, Friends To Lovers, Adapted From A Novel, Friendship"
"/31125-your-secret","I Know Your Secret",2019,34,"我知道你的秘密","Mystery, Drama","Murder, Adapted From A Novel, Investigation, Lovers Separated, Identical Twin Male Lead, Forensic Medical Examiner Female Lead, Forensic Medical Examiner Male Lead, Police Officer Male Lead, Forensic Science, Teamwork"
"/19888-men-with-sword","Men with Sword",2016,30,"刺客列传","Historical, Wuxia","Bromance, Multiple Mains, Multiple Couples, Censored Adaptation Of Same-sex Original Work, Power Struggle, Martial Arts, Friendship, Adventure, Action"
"/69285-chun-lai-zhen-xing-he","Cry Me A River of Stars",2021,24,"春来枕星河","Historical, Romance","Jealous Male Lead, Rich Male Lead, Enemies To Lovers, Web Series, Adapted From A Novel"
"/15662-perfect-wedding","Perfect Wedding",2016,44,"大嫁风尚","Comedy, Romance, Drama, Melodrama","Fake Relationship, Hardworking Female Lead, Fake Marriage, Family Relationship, Older Man/Younger Woman, Heartbreak, Strong Female Lead, Medical, Friendship"
"/742623-love-for-two-lives","Love for Two Lives",2022,32,"双世萌妻","Historical, Comedy, Romance, Fantasy","Short Length Series, Fake Relationship, Time Rift, Height Difference, Different Timelines, Death, Web Series, Contract Relationship, Rich Man/Poor Woman, Time Travel"
"/20876-shuttle-love-millennium","Shuttle Love Millennium",2016,28,"相爱穿梭千年貳：月光下的交换","Food, Romance, Fantasy","Chef Male Lead, Historical Fiction, Star Crossed Lovers, Chinese Republican Era, Love Square, Identity Swap, Rich Male Lead, Body Swap, Time Travel, Historical"
"/60161-so-it-s-you","So It's You",2022,26,"原来是你","Comedy, Romance, Youth, Sports","MDL Remake, Swimmer Male Lead, Judo, University, Strong Female Lead, Athlete Female Lead, Athlete Male Lead, Student Supporting Character, Student Female Lead, Student Male Lead"
"/709891-meet-you","Meet You",2021,12,"逢君正当时","Historical, Romance, Wuxia, Drama","Poison, Arranged Marriage, Adapted From A Novel, Martial Arts, Adventure, Action"
"/3573-the-queen-of-sop","The Queen of SOP",2012,33,"勝女的代價","Business, Romance, Drama","Workplace Setting, Workplace Romance, Hardworking Female Lead, Hidden Identity, Male Chases Female First, Friends To Lovers, Strong Female Lead, Boss-Employee Relationship, Nice Male Lead, Rich Man/Poor Woman"
"/23695-fake-phoenixes","Fake Phoenixes",2017,12,"假凤虚凰","Historical, Comedy, Romance","Cross-Dressing, Web Series, Adapted From A Novel"
"/736775-ru-hua-ru-tu-season-2","Ru Hua Ru Tu Season 2",2022,21,"如花如荼 第二季","Comedy, Romance, Wuxia","Demon Male Lead, Short Length Series, Filmed Vertically, Cultivation, Playful Female Lead, Strong Male Lead, Xianxia, Web Series, Martial Arts, Historical"
"/15370-legend-of-nine-tails-fox","Legend of Nine Tails Fox",2016,37,"青丘狐传说","Romance, Wuxia, Fantasy","Nine-tailed Fox, Interspecies Romance, Supernatural, Clan, Adapted From Folklore, Anthology, Spirit, Chinese Mythology, Fox, Adapted From A Novel"
"/32725-how-boss-wants-to-marry-me","Well-Intended Love",2019,20,"奈何BOSS要娶我","Comedy, Romance, Drama, Melodrama","Contract Relationship, Rich Male Lead, Possessive Male Lead, Rich Man/Poor Woman, Obsessive Male Lead, Clingy Male Lead, Sismance, Love Triangle, Unhealthy Mains' Relationship, Marriage Of Convenience"
"/22652-the-starry-night-the-starry-sea-2","The Starry Night, the Starry Sea Season 2",2017,34,"那片星空那片海2","Historical, Romance, Family, Supernatural","Interspecies Romance, Star Crossed Lovers, Strong Male Lead, First Love, Adapted From A Novel, Hatred, Nice Female Lead, Cross-Dressing, Seaside Setting, Merman Male Lead"
"/696367-er-shi-si-wei-nuan-fusheng","Rewriting Destiny",2022,24,"二十四味暖浮生","Historical, Comedy, Romance, Fantasy","Bickering Mains' Relationship, Change Of Fate, Parallel Dimension, Sassy Female Lead, Family Relationship, Marriage Of Convenience, Web Series, Character Development, First Love, Food"
"/32617-shall-we-fall-in-love","Shall We Fall in Love",2018,35,"勇往直前恋上你","Business, Comedy, Romance, Drama","Marketing Industry, Cosmetic Industry, Workplace Setting, Office Setting, Unemployed Male Lead, Brother-Sister Relationship, Workplace Romance, Sexual Harassment, Hidden Talent, Cheerful Male Lead"
"/77433-light-on-series-gold-panning","Gold Panning",2022,12,"淘金","Adventure, Mystery, Drama","Gold Rush, Greed, Death, Violence, Adapted From A Novel, Web Series, Character Development, Investigation, Morally Ambiguous Male Lead, Brothers' Relationship"
"/6197-a-clear-midsummer-night","A Clear Midsummer Night",2013,46,"盛夏晚晴天","Romance, Drama","Innocent Female Lead, Rich Male Lead, Adapted From A Novel"
