"title_en","mdl_url","year","eps"
"Gamer's Generation","/31347-gamer-s-generation","2016","12"
"Perfect Couple","/68253-perfect-couple","2022","40"
"The War of Beauties","/7924-the-war-of-beauties","2013","48"
"Mr. Fragrance","/714299-wen-xiang-shi-gong-zi","2021","24"
"Tao Lady","/10775-tao-lady","2014","52"
"On the Scent","/730435-on-the-scent","2022","26"
"Mr. Durian","/704685-mr-durian","2022","24"
"Dear Designer","/76633-dear-designer","2020","38"
"In Your Soul","/73473-the-world-in-your-eyes","2021","24"
"Sex and the City","/9466-sex-and-the-city","2012","12"
"Embrace Across Time","/736547-embrace-across-time","2022","15"
"Nuan Hun Qing Chong Qi","/711041-nuan-hun-qing-chong-qi-season-1","2021","25"
"The Legend of the Monster","/18598-the-legend-of-the-monster","2016","20"
"The Sweet Love With Me Honey","/698163-the-sweet-love-with-me-honey","2021","30"
"Curling Girls","/717267-curling-girls","2022","16"
"Fairytale","/3457-fairytale","2012","33"
"Fictional Love","/719919-fictional-love","2021","26"
"Embarrassed People a Happy Life","/4624-embarrassed-people-a-happy-life","2012","33"
"Song For Our Love","/23220-song-for-our-love","2018","50"
"The Unique Love","/688447-the-unique-love","2021","30"
"Mission in Parallel","/727307-mission-in-parallel","2022","21"
"Mystery Investigators","/713453-qin-tian-yi-wen-lu","2021","20"
"The Chosen Ones","/33652-the-chosen-ones","2019","12"
"The Legend of Jade Sword","/20308-the-legend-of-jade-sword","2018","65"
"Life Revelation","/10144-life-revelation","2014","35"
"The Villain Loves Me Too Much","/746415-the-villains-love-me-too-much","2022","36"
"Just Want to Pamper You","/693323-just-want-to-pamper-you","2021","30"
"We Are Not Brothers","/56413-we-are-not-brothers","2020","25"
"Bid Farewell in the Backlight","/719091-bid-farewell-in-the-backlight","2022","25"
"Legend of Liu Long Ting","/724561-legend-of-liu-long-ting","2021","30"
"Twin Sisters","/714515-twin-sisters","2021","40"
"Water Boys","/8230-water-boys-2012","2019","28"
"Oops! The Summer","/688575-ai-you-bang-qiu-yi-xia","2021","12"
"Best Arrangement","/23841-best-arrangement","2018","40"
"The Substitute","/19592-the-substitute","2015","20"
"Happy Photo Studio","/27124-happy-photo-studio","2017","40"
"The Man's Secret","/45443-seven-years","2014","35"
"Arg Life","/48965-arg-life","2018","48"
"Single Child","/51035-single-child","2013","36"
"Love You for Thousands of Years","/718823-love-you-for-thousands-of-years","2021","20"
"The Emperor's Love Swap","/735987-shuang-mian-chong-fei-chuang-guan-ji","2022","20"
"Ming Jun Qu Qi","/747759-ming-jun-qu-qi","2020","10"
"Half Awake: Under the Mask","/746039-half-awake-under-the-mask","2022","30"
"Palace: Devious Women","/713217-palace-devious-women","2021","30"
"Runaway Sweetheart","/2239-runaway-sweetheart","2013","30"
"Crazy Queen","/20334-crazy-queen","2016","20"
"What a Wonderful Life","/22038-what-a-wonderful-life","2017","42"
"The Emperor's Uncle Is Enough Season 2","/707959-the-emperor-s-uncle-is-enough-season-2","2021","30"
"Hello Joann 2","/37575-hello-joann-2","2019","38"
"Precious Youth","/15336-precious-youth","2016","39"
"The Emperor's Uncle Is Enough","/704697-huang-shu-shike-erzhi-season-1","2021","30"
"The Mystery of Emperor Qianlong","/15882-the-mystery-of-emperor-qian-long","2014","48"
"Monster Emperor","/30742-monster-emperor","2018","12"
"Warm Happiness","/30985-warm-happiness","2019","43"
"Unmarried Hot Mom","/727749-unmarried-hot-mom","2022","12"
"Favorite Love","/715127-favorite-love","2021","23"
"Another Brilliant Life","/3346-another-brilliant-life","2012","30"
"The Powerful Prince","/687773-the-powerful-prince","2020","33"
"No Overtime Today","/73003-no-overtime-today","2020","12"
"The Legend of Jasmine","/19420-the-legend-of-jasmine","2018","40"
"Spoil My Potter Girl","/721967-spoil-my-potter-girl","2022","24"
"Fall In Love With You","/10757-fall-in-love-with-you","2012","28"
"You Are the Star of Tonight","/695933-you-are-the-star-of-tonight","2021","30"
"Your Sweetheart Is Online","/692445-your-sweetheart-is-online","2020","30"
"My Matrilocal Husband","/734235-my-matrilocal-husband","2022","9"
"Left Eye Unusual Story","/33347-left-eye-unusual-story","2016","13"
"Cloud Prison 2","/79511-cloud-prison-2","2020","7"
"Cat and Dog","/688489-cat-and-dog","2021","26"
"The Lost Goddess","/34015-the-lost-goddess","2019","12"
"My Dear Mermaid","/721119-my-dear-mermaid","2022","24"
"Betrayed Love","/743535-betrayed-love","2022","20"
"Everyday New Face","/21732-everyday-new-face","2016","12"
"The Memory About You","/50403-the-memory-about-you","2021","42"
"Never Ending Love","/15078-never-ending-love","2015","45"
"Yuan Lai Shi Zhe Yang De Nan Sheng Su She","/710815-yuan-lai-shi-zhe-yang-de-nan-sheng-su-she","2020","18"
"There Will Be Fireworks","/16184-there-will-be-fireworks","2015","30"
"Yan Yangchun","/34048-yan-yangchun","2019","46"
"Qingshi Chongfei Season 2","/702841-qingshi-chongfei-season-2","2021","21"
"Dark Room","/713505-dark-room","2021","15"
"Sin Love","/744907-sin-love","2021","28"
"Love The Chef Next Door","/56423-love-the-chef-next-door","2020","12"
"Good Wife","/60795-good-wife","2020","56"
"It Turned Out to be Hua Nan City","/62743-so-it-s-hua-nancheng","2020","15"
"Delusional Girl Momo","/44363-delusional-girl-momo","2019","12"
"Devastating Beauty","/25717-devasting-beauty","2018","36"
"Cherries in Early Summer","/18942-cherries-in-early-summer","2016","3"
"Love Is Leaving","/38903-love-is-leaving","2022","28"
"Happily Married","/715469-yin-yuan-jia-dao","2022","22"
"Tale of the Ancient Snake","/736571-tale-of-the-ancient-snake","2022","30"
"Proof of Silence","/78417-proof-of-silence","2021","12"
"Imperial Concubine","/688023-imperial-concubine","2020","29"
"The Dragon King's Bride","/742069-the-dragon-king-s-bride","2022","3"
"Demon Out of Chang An","/24068-demon-out-of-chang-an","2016","12"
"See You Tomorrow","/706299-see-you-tomorrow","2021","24"
"The World","/20280-the-world","2016","10"
"Lethal Perfume","/734703-lethal-perfume","2022","30"
"The Wood","/64325-the-wood","2020","12"
"Su Dong Po","/4520-su-dong-po","2012","44"
"The Ninth Widow","/7298-the-ninth-widow","2012","33"
"Topple Your Ex Girlfriend","/21619-topple-your-ex-girlfriend","2016","30"
"Sharp Arrow Operation","/52439-sharp-arrow-operation","2012","43"
"Bu Kuai Jie Jie Hao Ke Ai","/80043-pu-kuai-jie-jie-hao-ke-ai","2021","12"
"This Love Is Like a Song","/685797-this-love-is-like-a-song","2020","30"
"City and Country Life","/705829-city-and-country-life","2014","48"
"The General Above I Am Down Below","/717873-the-generalis-above-i-am-down-below","2021","25"
"My Boss Next Door","/743693-my-boss-next-door","2021","30"
"My Lovely Matchmaker","/741171-my-lovely-matchmaker","2022","24"
"I'm Pregnant With Your Baby","/9159-im-pregnant-with-your-baby","2013","50"
"Two Women in the War","/17111-two-women-in-the-war","2016","41"
"Marry into the Purple","/12553-marry-into-the-purple","2012","40"
"The Secret History of Princess Tai Ping","/3767-the-secret-history-of-princess-tai-ping","2012","45"
"Heirs From Another Star","/11048-heirs-from-another-star","2014","10"
"Weaning","/8112-weaning","2013","32"
"Over 40 Billion Light Years to See You","/710805-over-40-billion-light-years-to-see-you","2021","30"
"My Paper Boy","/706385-my-paper-boyfriend-girl-meets-pets-boy","2021","24"
"I'm So Smart","/8853-im-so-smart","2013","25"
"The Emperor's Secret Army","/58601-jin-dao-mi-wei-zhi-hua-mei-ren","2020","12"
"The Tale of the Cat Spirit","/714569-the-tale-of-the-cat-spirit","2021","13"
"The Princess a Little Cute","/699673-wangye-de-tieshen-nv-cike","2021","24"
"Lady From Tang Dynasty","/738907-ming-yuan-cong-da-dang-lai","2022","24"
"A Planet Without Love","/698159-a-planet-without-love","2021","30"
"PLA Air Force","/694359-wo-ai-hong-zha-ji","2022","30"
"A Heart Captivating Smile","/737907-a-heart-captivating-smile","2021","30"
"Wedding Party","/681527-zong-cai-de-tou-hao-jia-qi","2021","20"
"Disappearing Love","/730187-disappearing-love","2022","12"
"Come on My Sweetheart","/721403-come-on-my-sweetheart","2022","24"
"My Handsome Husband","/716475-my-handsome-husband","2021","30"
"The Lord of Losers","/66027-the-lord-of-losers","2022","24"
"Legend of the Warring States: The Tale of Mi Yue","/39823-legend-of-the-warring-states-the-tale-of-mi-yue","2015","31"
"We At That Time","/680769-zui-hou-de-wo-men","2021","39"
"Bodyguard","/8845-bodyguard-2012","2012","32"
"It's Hard to Be a Lady","/61799-it-s-hard-to-be-a-lady","2020","12"
"Let  You Shine","/732203-let-you-shine","2022","12"
"You Are My Peach Blossom Debt","/62741-you-are-my-peach-blossom-debt","2020","31"
"Just Take a Nibble","/705685-just-take-a-nibble","2021","12"
"Feng Yue Bu Zhi Qiu","/724721-feng-yue-bu-zhi-qiu","2020","18"
"Hey, Kids","/21517-hey-kids","2016","48"
"The Story Of Zheng Yang Gate","/31987-the-story-of-zheng-yang-gate","2013","44"
"Chosen","/726129-chosen","2020","3"
"Legend of Goddess Luo","/46515-legend-of-goddess-luo","2013","65"
"Gonna Make It","/11182-gonna-make-it","2013","20"
"Princess and Her Husband","/696289-princess-and-her-husband","2021","20"
"Love Falling from the Sky","/736621-love-falling-from-the-sky-season-1","2022","26"
"Hasty Youth","/733031-hasty-youth","2022","40"
"Slacker's Food Diary","/14560-slackers-food-diary","2016","30"
"You Are My Lover","/25429-you-are-my-lover","2012","30"
"Deng Xiao Ping at History's Crossroads","/31448-deng-xiaoping-at-history-s-crossroads","2014","48"
"Beauties of the King","/26224-beauties-of-the-king","2017","15"
"Prime Minister  Chen Ting Jing","/719875-prime-minister-chen-ting-jing","2018","39"
"The Fox's Veil","/724557-shuang-shi-mei-ji","2022","15"
"The Perfect Couple","/22865-the-perfect-couple","2017","40"
"You've Got a Message","/736711-you-ve-got-a-message","2022","7"
"Kai Wa Jue Ji Zen Me La","/743701-kai-wa-jue-ji-zen-me-la","2022","18"
"Back to Wedding Day","/717471-back-to-wedding-day","2021","8"
"Just Want to Pamper You Season 2","/740759-just-want-to-pamper-you-season-2","2021","30"
"Single Child's Mother-in-Law","/10724-single-childs-grandmother-and-mother","2013","34"
"Hardcore Lovers","/680381-hardcore-lovers","2020","30"
"Rise of the Descendants","/717607-rise-of-the-descendants","2022","12"
"Victory Lap","/722001-victory-lap","2020","13"
"Keep the Marriage as Jade","/17355-keep-the-marriage-as-jade","2016","44"
"The Princess in Love","/685913-the-princess-in-love","2020","19"
"If Life Cheats You","/26425-if-life-cheats-you","2013","37"
"Chosen 2","/69489-chosen-2","2018","3"
"You Are My Star","/728411-you-are-my-star","2022","20"
"You Are So Addictive","/688697-you-are-so-addictive","2020","30"
"Bosom Friend","/9574-bosom-friend","2014","40"
"My Huckleberry Friend","/731151-my-huckleberry-friend","2022","20"
"Don't Spoil Me, Mr. CEO","/695987-don-t-spoil-me-mr-ceo","2021","16"
"Rock Sugar Summer","/696281-summer-of-rock-sugar","2022","18"
"Your Laugh Is Very Alluring","/687563-your-laugh-is-very-alluring","2021","30"
"Seven Days","/34673-seven-days","2019","28"
"Mr. Right is Here!","/682965-mr-right-is-here","2020","12"
"Person Immortal","/54327-person-immortal","2018","12"
"Mengxiang Yubei Sheng","/703239-mengxiang-yubei-sheng","2013","10"
"The Return of the Snake Girl","/717101-the-return-of-the-snake-girl","2021","20"
"Bride of the River God","/697749-bride-of-the-river-god","2021","20"
"Consort Luo Nan","/687691-consort-luo-nan","2020","21"
"Hidden Sweet Wife Season 2","/698161-hidden-sweet-wife-season-2","2021","30"
"You're Light Years Away","/734323-you-re-light-years-away","2022","28"
"Imperial Physician Huangfu","/33458-imperial-physician-huangfu","2018","40"
"The Wife's Secret World","/737523-the-wife-s-secret-world","2022","25"
"Life Is Drama","/743373-life-is-drama","2022","12"
"Beauties of the King 2","/26231-beauties-of-the-king-2","2017","15"
"Lord's Spoiled Princess Consort","/697723-lord-s-spoiled-princess-consort","2021","18"
"New Madam White Snake","/33064-new-madam-white-snake","2021","32"
"This Love Is Like a Song Season 2","/694503-this-love-is-like-a-song-2","2021","31"
"Miss Fox","/741067-miss-fox","2022","24"
"Untouchable Princess","/736619-untouchable-princess","2022","20"
"Women Wrestling","/726611-women-wrestling","2022","27"
"Break Up Battle","/682149-shei-xian-shuo-fen-shou","2020","12"
"Hidden Marriage Love","/687617-hidden-marriage-love","2021","30"
"Star City Police","/26780-star-city-police","2018","2"
"My Little Chef","/744879-my-little-chef","2022","24"
"Dream Back to Chang'an","/690181-dream-back-to-chang-an","2021","24"
"Come Home","/4160-come-home","2012","36"
"Well Staged Love","/727305-well-staged-love","2022","16"
"Code Thirteen","/23654-code-thirteen","2012","36"
"Past Days of Shanghai","/40269-past-days-of-shanghai","2013","35"
"Executive Judge","/44013-executive-judge","2018","38"
"I Became a Vicious Supporting Actress","/708121-i-became-a-vicious-supporting-actress","2021","24"
"Beauties of the King 3","/60813-beauties-of-the-king-3","2018","15"
"Love with Blackbelly Lord Season 2","/704113-love-with-blackbelly-lord","2020","30"
"Doctor Princess","/698497-docter-princess","2020","15"
"Sisters Palpitate With Excitement","/64961-sisters-palpitate-with-excitement","2020","17"
"Wedding","/718583-wedding","2022","25"
"Unsolved Cases of Kung Fu: Portrait of Beauty","/684465-wu-lin-mi-tan-zhi-mei-ren-tu-jian","2020","24"
"Walking With You in This World","/686331-walking-with-you-in-this-world","2021","46"
"Nan Xiang School","/707651-nan-xiang-school","2021","36"
"Welcome to Xiang Yan Tun","/686911-welcome-to-xiang-yan-tun","2021","50"
"The Darkness Is No Darkness with Thee","/687813-the-darkness-is-no-darkness-with-thee","2020","32"
"Bad Romantic","/13205-bad-romantic","2013","35"
"Da Ming Pin Fei","/46495-da-ming-pin-fei","2013","20"
"A Slender Gentleman and a Good Lady","/685795-a-slender-gentleman-and-a-good-lady","2020","30"
"The Love in Different Space-Time","/713509-the-love-in-different-space-time","2021","20"
"Embroidery Hostess","/736709-embroidery-hostess","2022","20"
"Love with Blackbelly Lord","/685915-the-black-bellied-evil-prince-is-spoiled","2020","29"
"Queens Return","/696127-nuhuang-guilai","2021","26"
"6 Sin 5 God","/713773-6-sin-5-god","2021","15"
"Police Station Without Cases","/80255-police-station-without-cases","2022","12"
"Start A Business, My General","/66671-chuang-ye-ba-wo-de-jiang-jun-da-ren","2020","46"
"Double Sweet Wife","/23694-double-sweet-wife","2017","33"
"The Legendary Doctor Lu","/736623-the-legendary-doctor-lu","2022","20"
"The Doll Master","/60713-the-doll-master","2017","12"
"Crazy Cuisine Battles","/55565-crazy-cuisine-battles","2020","24"
"Whirlwind Magician","/686103-whirlwind-magician","2021","24"
"The Legend of Yongle Emperor","/33651-the-legend-of-yongle-emperor","2019","58"
"I Don't Want to Be the Princess","/745445-i-don-t-want-to-be-the-princess","2021","33"
"The Running Of The Servant","/32164-the-running-of-the-servant","2017","12"
"My Legendary Grandmother and I","/713755-my-legendary-grandmother-and-i","2014","40"
"The Emperor Through to the Modern 2","/19956-the-emperor-through-to-the-modern-2","2016","50"
"Sweet Lovestory with You","/705067-sweet-lovestory-with-you","2021","30"
"Transmission","/27370-transmission","2017","12"
"The Origin of Love","/58761-the-origin-of-love","2020","18"
"Sweet Love Is Coming","/741877-sweet-love-is-coming","2022","6"
"The President's Wife Boss","/717173-the-president-s-wife-boss","2021","19"
"Beautiful Human Bones","/703121-sheng-sheng-shi-shi-mei-ren-gu","2021","33"
"The Last Emperor","/14068-the-last-emperor","2015","60"
"Yu Ci Xiao Yi Xian","/713523-yu-ci-xiao-yi-xian","2021","34"
"Huang Zi Fei Xiu Lian Shou Ce","/680707-huang-zi-fei-xiu-lian-shou-ce","2022","20"
"Teng Kong De Ri Zi","/11038-teng-kong-de-ri-zi","2014","3"
"Shen Yi Da Dao Gong","/11139-shen-yi-da-dao-gong","2014","35"
"You Belong To Me","/697049-you-belong-to-me","2021","25"
"The Scale of Desire","/727215-the-scale-of-desire","2022","40"
"Feather Earrings","/23173-feather-earrings","2017","40"
"Bei Yang Remnant Case","/714947-bei-yang-can-an","2021","12"
"Girls Have Talent","/688845-girls-have-talent","2020","25"
"Haha Gym","/34435-haha-gym","2019","12"
"Yuan Lai Ni Shi Su Xiao Jie","/744547-yuan-lai-ni-shi-su-xiao-jie","2022","21"
"The Land of the Mist","/726613-the-land-of-the-mist","2022","12"
"Miss Unlucky","/16082-miss-unlucky","2015","30"
"We Are Eighteen","/34109-we-are-eighteen","2019","12"
"These Brothers Have Some Problems","/41283-these-brothers-have-some-problems","2019","30"
"My Catmate","/56429-miao","2020","18"
"New Age of Love","/43941-new-age-of-love","2013","50"
"Magic Love","/747085-magic-love","2022","24"
"Mei Guan Xi, Na Shi Zhi Yu","/746811-mei-guan-xi-na-shi-zhi-yu","2022","6"
"Girls from the Game","/746339-girls-from-the-game","2018","12"
"Ni Ru Xing He Cui Can","/746285-ni-ru-xing-he-cui-can","2022","26"
"Ren Yu Cun Zhuang","/746021-ren-yu-cun-zhuang","2019","7"
"Time Limit","/745885-time-limit","2022","24"
"My Boy","/745633-my-boy","2022","30"
"The Last Bus","/745557-the-last-bus","2022","12"
"You Are My Eyes","/745457-you-are-my-eyes","2015","32"
"Anar Pishti Season 3","/744615-anar-pishti-season-3","2016","12"
"Age of Change","/743857-age-of-change","2016","40"
"Tong Xue Jin Tian Hen He Mu","/743629-tong-xue-jin-tian-hen-he-mu","2022","24"
"Time Reflection","/743499-time-reflection","2022","24"
"The Young Commander Insisted on Marrying Me","/743067-the-young-commander-insisted-on-marrying-me","2022","24"
"Back to the Tomorrow","/742365-back-to-the-tomorrow","2022","12"
"That Mountain That Sea","/741709-na-shan-na-hai","2022","28"
"Love","/739005-love","2021","42"
"Look at the Shit She Has Done!","/738967-look-at-the-shit-she-has-done","2022","24"
"Ying He Xiao Tian Qi","/736803-ying-he-xiao-tian-qi","2022","18"
"We Are Not Brothers Season 2","/736729-we-are-not-brothers-season-2","2022","30"
"Stand by Me Season 3 Extra","/736467-stand-by-me-3-extra","2022","18"
"Fen Dou Ba, Long Ding Tian","/735549-long-dong-tian","2022","12"
"Da Shan De Nu Er","/734135-da-shan-de-nu-er","2022","30"
"Boyfriend at Balcony","/732251-boyfriend-at-balcony","2022","45"
"San Quan Xi Nuan","/730949-san-quan-xi-nuan","2022","27"
"Shi Yan","/728795-shi-yan","2018","61"
"Destroy","/727711-destroy","2017","44"
"Bloodbath Island","/727299-bloodbath-island","2013","43"
"Grand Canal","/727213-yun-he-feng-liu","2022","40"
"Family of the Educated Youth","/727201-family-of-the-educated-youth","2015","32"
"Girls' Secrets","/726851-girls-secrets","2022","24"
"Flying Bros Team","/726195-flying-bros-team","2017","50"
"Ze Rou Ji","/725979-ze-rou-ji","2016","4"
"Team Dragon Descendant","/725855-team-dragon-descendant","2019","30"
"Jin Xian Sheng Ta Zui Su Le","/724935-jin-xian-sheng-ta-zui-su-le","2021","50"
"Under Changbai Mountains My Family","/724069-under-changbai-mountains-my-family","2012","29"
"We Are the Best Ten Years","/723895-we-are-the-best-ten-years","2016","40"
"Assault Again","/723763-assault-again","2018","38"
"Shou Qiang Dui","/722603-shou-qiang-dui","2016","45"
"Grandma's Dumpling Restaurant","/722415-grandma-s-dumpling-restaurant","2018","40"
"Einstein and Holmes","/722341-einstein-and-holmes","2020","12"
"Anar Pishti Season 2","/722037-anar-pishti-season-2","2016","12"
"My Strange Girlfriend","/721989-my-strange-girlfriend","2022","24"
"Liu B Garden","/721987-liu-b-garden","2015","15"
"Private Park","/721441-private-park","2012","41"
"Our Best Time in Life!","/721337-our-best-time-in-life","2022","7"
"Brilliant Season","/721197-can-lan-de-ji-jie","2022","40"
"Xi Jiang Month Club","/720921-xi-jiang-month-club","2021","18"
"Anar Pishti","/720171-anar-pishti-season-1","2016","12"
"Dear Night Prince","/719529-dear-night-prince","2021","28"
"Lost Control","/719207-lost-control","2018","13"
"The Blossom of Suoma","/718841-the-blossom-of-suoma","2017","32"
"Security Officers","/718209-security-officers","2018","12"
"Domino Effect of Love","/716041-domino-effect-of-love","2014","35"
"The Grand Canal","/716033-da-yun-zhi-he","2022","30"
"Will of Steel","/715921-will-of-steel","2016","68"
"Youth Blood Type Observation Diary","/714727-youth-blood-type-observation-diary","2020","12"
"Father of Forensic Medicine","/714489-father-of-forensic-medicine","2019","6"
"I Want To Be A Warrior","/714139-i-want-to-be-a-warrior","2014","42"
"Sword and Fairy Inn","/713521-sword-and-fairy-inn","2021","24"
"He and She","/713513-he-and-she","2021","10"
"Ge Ge Ji Po","/713041-gege-jipo","2014","30"
"Hello Aliens","/713005-hello-aliens","2014","20"
"Hu Hua Gao Shou Zai Du Shi","/712085-hu-hua-gao-shou-zai-du-shi","2018","15"
"City Lovers","/711865-city-lovers","2016","30"
"Geisha Luo Xi","/711249-shang-nu-yun-luo-xi","2020","12"
"Zui Jiu Zhui Ai Ji","/711247-zui-jiu-zhui-ai-ji","2021","30"
"Mr. Express & Miss Concubine","/710275-mr-express-miss-concubine","2017","13"
"Blood Warriors","/709757-blood-warriors","2017","39"
"Romantic  Heroes of the Tang Dynasty","/709527-romantic-heroes-of-the-tang-dynasty","2013","38"
"Village Love Season 8","/708011-village-love-8","2015","65"
"Village Love Season 10","/707927-country-love-10","2018","60"
"Academy of Arts","/706895-academy-of-arts","2016","28"
"For the Sake of Beauty","/706751-for-the-sake-of-beauty","2012","44"
"Phantasmal Night Affairs: Hua Pi","/703839-phantasmal-night-affairs-hua-pi","2021","12"
"Ruan Meng Niang Zi Shi Sha Shou","/703273-ruan-meng-niangzi-shi-shashou","2022","21"
"The Distance Between","/702481-the-distance-between","2018","13"
"A Bite of Chongqing","/702469-a-bite-of-chongqing","2012","6"
"Good Rain Knows the Season","/701967-hao-yu-zhi-shi-jie","2021","36"
"Don't Panic Astronauts!","/701957-don-t-panic-astronauts","2021","12"
"Mask","/701365-mask","2018","40"
"Fluttering Fruit and Vegetable Shop","/700125-splash-splash-flop-store","2021","20"
"Dongsi Pailou Dong","/699781-dongsi-pailou-dong","2020","48"
"Quarrelsome Lover","/698839-quarrelsome-lover","2021","50"
"Secret Filial Treasure","/698667-secret-filial-treasure","2018","41"
"Ga Bro","/698303-ga-bro","2021","1"
"Class 3, Isn't Ordinary","/698003-class-3-isn-t-ordinary","2020","6"
"Dreams Can Come True","/697829-dong-ao-yi-jian-ren","2022","80"
"NPC's Love Strategy","/697715-npc-s-love-strategy","2019","11"
"Why So Famous","/697605-why-so-famous","2019","10"
"Justice Bao","/696649-justice-bao","2017","50"
"Three Kingdoms of the Sisters-in-law","/696255-three-kingdoms-of-the-sisters-in-law","2012","36"
"Dear Children","/695285-dear-children","2021","40"
"Miss Song","/694673-miss-song","2020","15"
"Du Zhan","/694209-du-zhan","2017","43"
"The Girls On Live","/693735-the-girls-on-live","2021","50"
"Share Love","/693657-share-love","2020","40"
"Si Da Meng Bu","/689479-si-da-meng-bu","2014","16"
"A Village Full of Blossoming Flowers","/689175-a-village-full-of-blossoming-flowers","2021","33"
"Qing Ping Ke Zhan","/688707-qing-ping-ke-zhan","2020","12"
"Legendary Fighter: Yang's Heroine Children's Edition","/688573-legendary-fighter-yang-s-heroine-children-s-edition","2021","4"
"Jie Jie De Xiao Lang You","/687903-jie-jie-de-xiao-lang-you","2021","10"
"Lover in Barber Shop","/687197-lover-in-barber-shop","2021","32"
"Study Together","/687033-study-together","2021","26"
"Legendary Hotel","/685355-legendary-hotel","2021","24"
"Boyfriend Playlist","/685183-boyfriend-playlist","2019","19"
"Weird Physician Wen San Kuai","/684521-weird-physician-wen-san-kuai","2012","33"
"The Communist Liu Shao Qi","/683759-the-communist-liu-shao-qi","2019","46"
"Golden Soma Flower","/683133-golden-soma-flower","2020","24"
"The Great Aerospace","/682833-da-guo-fei-tian","2021","36"
"Decisive Victory","/681849-decisive-victory","2021","35"
"Na Pian Hua Na Pian Hai","/680933-na-pian-hua-na-pian-hai","2019","33"
"Jue Mi Shi Ming","/680785-jue-mi-shi-ming","2021","32"
"Red Flag Canal","/680445-red-flag-canal","2021","31"
"Rainbow Family Season 3","/79091-rainbow-family-season-3","2017","12"
"In the Name of the Father","/78639-in-the-name-of-the-father","2020","38"
"Mystery Mirrors","/78635-mystery-mirrors","2020","13"
"Unexpectedness Season 3","/78153-unexpectedness-3","2015","6"
"Brotherhood Chaos","/78081-brotherhood-chaos","2012","40"
"Youth","/77443-youth","2012","45"
"Flower and Sin","/76435-flower-and-sin","2021","16"
"Past Events of the Northeast: Twenty Years of the Mafia Gang","/76101-past-events-of-the-northeast-twenty-years-of-the-mafia-gang","2013","23"
"The Sun Shines On Me","/75777-the-sun-shines-on-me","2020","39"
"She and Their Stories","/75331-she-and-their-stories","2020","12"
"The Brothers","/74933-the-brothers","2019","41"
"A Gallant Army","/74929-a-gallant-army","2019","45"
"The Spring of Sparrow","/74927-the-spring-of-sparrow","2014","35"
"Running Out of Time","/74147-running-out-of-time","2018","30"
"Fei Chai Xiong Di Season 4","/74145-fei-chai-xiong-di-season-4","2016","20"
"Fei Chai Xiong Di Season 3","/74143-fei-chai-xiong-di-season-3","2015","21"
"Hi, 30 Years Old!","/72669-hi-30-years-old","2013","30"
"The Land of Hope","/72461-the-land-of-hope","2019","37"
"Marshal Peng Dehuai","/71831-marshal-peng-dehuai","2016","36"
"Mao Zedong","/70819-mao-zedong","2013","49"
"Tear B Youth","/70727-tear-b-youth-season-1","2015","5"
"Hidden World","/70199-hidden-world","2017","12"
"Chosen 3","/69619-chosen-3","2018","3"
"The Gold Medal Lawyer","/69251-the-gold-medal-lawyer","2014","39"
"Housing","/68679-housing","2016","33"
"The Stage","/68563-i-treat-life-like-first-love","2020","33"
"Exceedingly High Road","/67123-drunken-as-a-song","2015","28"
"Deep Well Canteen","/67025-deep-well-canteen","2016","20"
"Brave Heart","/66799-brave-heart","2014","76"
"Iron Blooded Man, Xia Ming Han","/66665-iron-blooded-man-xia-ming-han","2012","30"
"Idol Hunter","/66663-idol-hunter","2016","20"
"In Those Hurried Years","/66267-in-those-hurried-years","2015","13"
"The Story of Xijing","/66129-the-story-of-xijing","2018","39"
"Run for it Jiang Hu","/65865-run-for-it-jiang-hu","2016","5"
"Kickin' It","/65807-kickin-it","2015","21"
"Unbending Will","/65633-shi-tou-kai-hua","2020","20"
"Dreamer","/65295-dreamer","2015","11"
"Strength to Fly","/65147-strength-to-fly","2022","35"
"Happy Community","/65089-happy-community","2020","42"
"Hua Fan Ye Mao","/65087-hua-fan-ye-mao","2020","34"
"It's Just Love","/65029-bu-guo-shi-ai-qing","2020","5"
"Gu Wen Chang","/64969-gu-wen-chang","2020","30"
"Rookie Time","/64669-rookie-time","2017","20"
"Good Time","/64583-good-time","2020","48"
"Vigorous Life","/64575-vigorous-life","2018","50"
"Plastic Brothers","/63819-plastic-brothers","2020","30"
"My Best Friends","/63659-my-best-friends","2020","12"
"He Luo Kang Jia","/62881-he-luo-kang-jia","2019","32"
"The Flaming Brothers","/62677-jue-ming-zhui-zong","2015","36"
"Wang Dahua Revolutionary Career","/62587-wang-dahua-revolutionary-career","2015","40"
"Red Sedan Chair","/62383-red-sedan-chair","2013","32"
"Rage of Love","/62361-rage-of-love","2013","35"
"Out of the Virtual World","/62275-chong-chu-xu-ni-shi-jie","2020","32"
"I Love Beijing Tiananmen","/62177-i-love-beijing-tiananmen","2020","48"
"Fight Against Deception","/61773-fight-against-deception","2020","28"
"Behind Enemy Lines","/61693-behind-enemy-lines","2013","40"
"The Boss is Coming","/61621-the-boss-is-coming","2016","37"
"Refueling Mother","/61373-refueling-mother","2012","78"
"Armor Hero Hunter: Heaven Tower of Dawn","/61191-armor-hero-hunter-heaven-tower-of-dawn","2020","30"
"The Legend of Armor Hero","/61187-the-legend-of-armor-hero","2018","30"
"Special Task","/61043-special-task","2020","34"
"Odds to Win","/61017-sheng-suan","2020","40"
